index,airport,year,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,index,Airport,Year,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,index,Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
724,SJC,2005,72696,73263,0.8011,0.7849,0.7688,9.97,11.08,2.19,11.43,2.68,1.08,2.67,11.87,707,SJC,2005,764,691,87,43,1827,609,SJC,NORMAN Y. MINETA SAN JOSE INTL,Norman Y Mineta San Jose Int'l,Airport,AWP,SANTA CLARA,SAN JOSE,CA,Federalized/Commercial,37.362667,-121.929111,Yes
723,SJC,2004,75631,76805,0.8063,0.7764,0.783,9.75,12.05,3.07,11.97,2.64,0.82,2.58,11.3,706,SJC,2004,849,797,83,83,1827,609,SJC,NORMAN Y. MINETA SAN JOSE INTL,Norman Y Mineta San Jose Int'l,Airport,AWP,SANTA CLARA,SAN JOSE,CA,Federalized/Commercial,37.362667,-121.929111,Yes
722,SFO,2014,206374,205946,0.736,0.6458,0.6993,16.16,17.84,5.59,20.69,3.2,2.17,3.71,19.65,705,SFO,2014,4257,4493,441,375,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
721,SFO,2013,198131,198877,0.7623,0.7034,0.727,15.05,16.43,4.13,18.08,2.99,2.23,3.27,18.44,704,SFO,2013,3318,3503,431,476,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
720,SFO,2012,199751,200238,0.7294,0.6413,0.6978,17.53,17.48,5.32,21.86,3.24,3.07,3.69,21.01,703,SFO,2012,4014,4232,383,338,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
719,SFO,2011,189552,190242,0.7655,0.6995,0.7165,14.81,16.43,4.4,18.24,3.66,2.15,3.84,18.37,702,SFO,2011,2859,3019,324,321,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
718,SFO,2010,181495,181856,0.7549,0.7063,0.7176,16.22,16,3.73,18.88,3.65,1.73,3.89,19.17,701,SFO,2010,2702,2934,365,352,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
717,SFO,2009,178369,178980,0.7844,0.7347,0.7412,13.52,16.51,3.87,16.32,3.66,1.53,3.92,16.75,700,SFO,2009,1631,1860,302,194,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
716,SFO,2008,180476,180799,0.7532,0.691,0.7007,16.12,17.2,4.51,19.52,3.59,1.77,4.72,19.46,699,SFO,2008,2790,2984,342,243,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
715,SFO,2007,174691,174929,0.7459,0.6652,0.6959,15.32,17.32,5.25,19.36,3.42,1.6,4.8,18.14,698,SFO,2007,2550,2753,332,162,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
714,SFO,2006,166306,168661,0.7467,0.6851,0.7019,14.69,16.1,4.39,17.91,3.08,1.38,4.8,17.17,697,SFO,2006,2361,2530,238,129,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
713,SFO,2005,162913,164784,0.7958,0.7376,0.7438,12.21,15.72,4.15,15.17,2.91,1.32,4.06,15.25,696,SFO,2005,1644,1865,274,138,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
712,SFO,2004,162677,166132,0.8245,0.767,0.7627,9.82,15.8,4.41,12.84,2.77,1.15,3.93,13.28,695,SFO,2004,1768,1987,250,139,1881,651,SFO,SAN FRANCISCO INTL,San Francisco Int'l Airport,Airport,AWP,SAN MATEO,SAN FRANCISCO,CA,Federalized/Commercial,37.618972,-122.374889,Yes
505,OAK,2014,62502,62539,0.7003,0.6633,0.7139,15.03,10,2.22,16.97,1.98,1.37,2.44,14.93,494,OAK,2014,583,606,53,16,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
504,OAK,2013,60321,60591,0.7596,0.7321,0.7742,12.28,9.52,1.94,13.79,1.5,0.69,1.58,11.86,493,OAK,2013,472,488,60,45,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
503,OAK,2012,64124,63681,0.7932,0.7478,0.8041,10.62,10.37,2.85,12.92,1.98,1.18,1.91,10.12,492,OAK,2012,454,456,63,21,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
502,OAK,2011,64045,63242,0.7792,0.7576,0.7906,11.11,9.2,1.82,12.39,1.89,0.73,1.76,10.61,491,OAK,2011,603,621,61,27,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
501,OAK,2010,65832,65169,0.7772,0.7617,0.7899,11.06,9.16,1.61,12.03,2.17,0.69,1.9,10.5,490,OAK,2010,523,549,69,35,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
500,OAK,2009,69111,68371,0.8181,0.8067,0.8246,9.29,9.27,1.45,10.16,2.07,0.72,1.58,8.55,489,OAK,2009,599,588,55,37,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
499,OAK,2008,87634,86950,0.8011,0.7798,0.785,10.36,10.22,1.97,11.63,2.55,0.89,2.36,11.24,488,OAK,2008,964,979,111,73,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
498,OAK,2007,100168,99687,0.7917,0.7525,0.7822,10.58,11.14,2.64,12.55,3.41,1.58,2.83,11.36,487,OAK,2007,962,962,105,61,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
497,OAK,2006,98253,98229,0.7824,0.7546,0.7723,10.69,11,2.5,12.36,3.58,1.17,3.08,11.41,486,OAK,2006,918,952,115,148,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
496,OAK,2005,96605,96399,0.781,0.7551,0.7752,10.44,10.86,2.69,12.35,3.91,1.03,2.79,11.19,485,OAK,2005,610,634,119,74,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
495,OAK,2004,96255,96429,0.7932,0.769,0.7908,10.21,10.58,2.48,12.21,3.78,0.91,2.62,10.76,484,OAK,2004,689,655,112,69,1912,596,OAK,METROPOLITAN OAKLAND INTL,Oakland Int'l Airport,Airport,AWP,ALAMEDA,OAKLAND,CA,Federalized/Commercial,37.721306,-122.220722,Yes
700,SDF,2014,64316,63805,0.715,0.6778,0.727,14.8,12.39,1.71,16.43,2.28,0.71,3.62,14.26,683,SDF,2014,434,383,54,15,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
699,SDF,2013,65029,63796,0.7236,0.6863,0.7131,14.24,12.54,2.05,16.02,2.45,0.75,3.53,14.23,682,SDF,2013,262,213,51,26,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
698,SDF,2012,64282,63257,0.7131,0.6973,0.7286,14.1,11.95,1.48,15.04,2.75,0.73,3.45,13.24,681,SDF,2012,164,140,34,21,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
697,SDF,2011,66057,65376,0.7105,0.6952,0.7288,14.57,11.91,1.58,15.48,3.22,0.6,3.98,13.58,680,SDF,2011,259,241,35,39,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
696,SDF,2010,65983,65408,0.7105,0.6739,0.729,14.7,12.62,2.49,16.54,3.23,0.88,3.98,13.52,679,SDF,2010,326,288,46,22,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
695,SDF,2009,63330,62958,0.7311,0.6821,0.7467,14.04,12.57,2.59,16.18,2.99,0.93,4.18,12.52,678,SDF,2009,276,238,42,36,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
694,SDF,2008,69842,69458,0.7034,0.645,0.7157,15.22,12.7,3.03,17.72,3.51,1.29,5.13,14.97,677,SDF,2008,405,360,60,31,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
693,SDF,2007,76091,75865,0.7061,0.6413,0.7182,14.87,12.91,3.34,17.54,3.4,1.17,4.63,14.6,676,SDF,2007,440,399,46,12,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
692,SDF,2006,72888,72864,0.6283,0.5702,0.6786,17.06,13.09,3.95,20.27,3.52,1.67,5.65,15.97,675,SDF,2006,226,189,52,32,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
691,SDF,2005,74853,74918,0.6405,0.5939,0.7037,16.32,11.85,3.39,18.97,3.17,1.49,4.82,14.63,674,SDF,2005,342,314,51,19,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
690,SDF,2004,71480,71254,0.6908,0.6431,0.7361,14.27,11.73,3.13,16.62,3.14,1.09,4.52,13.33,673,SDF,2004,421,359,43,44,2011,1437,SDF,LOUISVILLE INTL-STANDIFORD FIELD,Louisville Int'l Airport,Airport,ASO,JEFFERSON,LOUISVILLE,KY,Federalized/Commercial,38.174086,-85.736499,Yes
763,SMF,2014,47618,47523,0.7861,0.7661,0.7659,11.91,10.75,2.04,13.09,2,0.85,2.1,12.57,749,SMF,2014,579,536,78,27,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
762,SMF,2013,46868,47183,0.8242,0.7999,0.8035,9.88,10.58,2.13,11.29,1.87,0.74,1.64,10.47,748,SMF,2013,437,390,75,26,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
761,SMF,2012,49016,49085,0.8505,0.8285,0.8311,8.97,10.43,2.2,10.4,1.71,1.01,1.69,9.28,747,SMF,2012,465,440,74,35,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
760,SMF,2011,50574,50719,0.8265,0.7981,0.8055,9.82,10.32,2.19,11.36,1.86,0.83,2.01,10.41,746,SMF,2011,538,506,74,59,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
759,SMF,2010,51516,51632,0.8209,0.8073,0.7886,9.97,9.64,1.48,10.86,1.93,0.66,1.98,11.1,745,SMF,2010,493,451,95,34,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
758,SMF,2009,52731,52905,0.8401,0.8281,0.8066,9.02,9.85,1.57,9.75,1.88,0.65,1.75,9.87,744,SMF,2009,344,324,58,24,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
757,SMF,2008,61470,61500,0.8067,0.7884,0.7706,11.12,10.46,1.93,12.29,2.13,0.73,2.49,12.13,743,SMF,2008,507,457,112,63,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
756,SMF,2007,65686,65960,0.8025,0.769,0.7724,11.01,10.86,2.64,12.95,2.54,1.12,2.59,12.17,742,SMF,2007,551,494,100,53,2142,644,SMF,SACRAMENTO INTL,Sacramento Int'l Airport,Airport,AWP,SACRAMENTO,SACRAMENTO,CA,Federalized/Commercial,38.695444,-121.590778,Yes
785,STL,2014,86632,86474,0.743,0.715,0.7506,15.01,10.74,2.1,16.62,1.78,0.99,2.75,14.64,771,STL,2014,1014,920,135,105,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
784,STL,2013,87766,88139,0.7694,0.7416,0.7805,13.24,10.61,2.04,14.81,1.59,0.89,2.36,12.62,770,STL,2013,765,708,116,114,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
783,STL,2012,89904,89576,0.8094,0.7851,0.816,11.03,10.61,1.89,12.41,2.03,1.27,2.3,10.68,769,STL,2012,502,477,107,100,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
782,STL,2011,88445,88387,0.7855,0.7623,0.7897,12.52,10.74,1.95,13.86,2.41,1.38,2.79,12.15,768,STL,2011,1238,1135,140,150,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
781,STL,2010,85835,85963,0.7849,0.7635,0.7952,12.16,10.84,1.89,13.33,2.78,1.28,2.5,11.6,767,STL,2010,715,700,129,85,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
780,STL,2009,98714,98773,0.8163,0.7976,0.8168,10.74,11,1.76,11.93,3.29,0.78,2.25,10.54,766,STL,2009,695,642,113,83,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
779,STL,2008,116267,116638,0.7737,0.7515,0.7758,13.73,11.4,2.19,15.22,3.95,1.15,2.92,13.86,765,STL,2008,1316,1244,162,165,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
778,STL,2007,118824,119185,0.761,0.7371,0.7604,14.26,11.45,2.15,15.77,3.66,1.18,2.69,14.37,764,STL,2007,1292,1256,138,144,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
777,STL,2006,127485,127934,0.794,0.7746,0.8061,11.71,11.49,2.06,13.03,3.03,0.79,2.25,11.43,763,STL,2006,994,940,158,119,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
776,STL,2005,134794,134879,0.8164,0.7915,0.8193,10.41,11.69,2.68,12.15,3.6,1.31,2.09,10.72,762,STL,2005,790,756,136,116,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
775,STL,2004,130440,130684,0.8232,0.8126,0.8263,10,11.42,1.67,10.94,3.93,0.53,2.06,9.76,761,STL,2004,832,805,119,135,2160,1895,STL,LAMBERT-ST LOUIS INTL,Lambert-St Louis Int'l Airport,Airport,ACE,ST LOUIS CITY,ST LOUIS,MO,Federalized/Commercial,38.748697,-90.370029,Yes
186,DCA,2014,139074,139259,0.7807,0.6936,0.8132,13.55,16.59,4.58,17.56,3.35,1.45,2.63,11.39,186,DCA,2014,2269,2167,130,175,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
185,DCA,2013,142830,142923,0.7975,0.7158,0.8199,13.01,16.51,4.67,17,3.39,1.19,2.63,11.38,185,DCA,2013,1711,1621,148,169,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
184,DCA,2012,140272,140686,0.8058,0.7397,0.8295,12.2,15.67,3.86,15.28,3.45,1.07,2.55,10.64,184,DCA,2012,1766,1690,125,189,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
183,DCA,2011,138494,138864,0.7982,0.7353,0.8045,13.12,16.11,4.3,16.51,4.13,1.28,3.09,12.11,183,DCA,2011,2496,2367,151,285,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
182,DCA,2010,133228,133440,0.8385,0.7749,0.8347,10.64,15.67,4.36,13.92,3.67,1.44,2.84,10.09,182,DCA,2010,3253,3132,155,168,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
181,DCA,2009,133298,133540,0.8398,0.7676,0.8315,10.56,15.83,4.95,14.43,3.6,1.23,2.96,10.12,181,DCA,2009,1941,1817,159,237,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
180,DCA,2008,135908,136051,0.8213,0.7474,0.8126,11.67,15.81,4.98,15.69,4.22,1.29,3.12,11.25,180,DCA,2008,2735,2623,191,136,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
179,DCA,2007,135433,135603,0.7665,0.6801,0.7575,14.71,16.21,5.75,19.45,2.87,1.76,4.05,14.57,179,DCA,2007,3282,3119,212,212,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
178,DCA,2006,137261,137325,0.8014,0.7245,0.7912,11.95,15.49,5.4,16.15,3.73,1.53,3.86,12.32,178,DCA,2006,2495,2411,182,298,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
177,DCA,2005,138576,138447,0.8128,0.7483,0.812,11.48,14.62,5.13,15.24,4.32,1.74,3.43,11.12,177,DCA,2005,2855,2743,191,262,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
176,DCA,2004,134223,134342,0.8238,0.7812,0.8254,10.11,14,3.97,12.8,4.07,1.06,3.09,10.02,176,DCA,2004,2349,2159,164,190,2193,769,DCA,RONALD REAGAN WASHINGTON NATIONAL,Reagan National Airport,Airport,AEA,ARLINGTON,WASHINGTON,DC,Public Use,38.851916,-77.037699,Yes
296,IAD,2014,134578,133877,0.6957,0.6266,0.723,19.34,15.94,3.85,23.11,2.78,1.49,3.05,17.66,285,IAD,2014,2032,2035,130,121,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
295,IAD,2013,141951,141085,0.7262,0.6559,0.7421,17.29,16.28,4.42,21.13,2.44,1.49,2.76,15.92,284,IAD,2013,1700,1770,159,122,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
294,IAD,2012,143837,143568,0.7412,0.6805,0.7634,16.25,15.66,3.77,19.45,2.48,1.37,2.49,14.45,283,IAD,2012,1698,1740,169,135,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
293,IAD,2011,152047,151481,0.7477,0.6884,0.7527,16.59,16.04,4.04,20.01,3.03,1.59,3.34,15.34,282,IAD,2011,1804,1842,186,177,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
292,IAD,2010,155124,154841,0.7742,0.7211,0.7804,14.33,16,3.72,17.29,3.02,1.38,2.71,13.36,281,IAD,2010,2020,2076,193,181,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
291,IAD,2009,156324,155395,0.7718,0.7197,0.7876,14.57,16.72,3.78,17.53,3.8,1.49,2.74,12.74,280,IAD,2009,1315,1317,181,122,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
290,IAD,2008,164378,164798,0.7155,0.6368,0.7327,18.33,17.92,4.99,22.68,4.19,1.35,3.11,17.04,279,IAD,2008,2077,2210,189,150,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
289,IAD,2007,171679,173013,0.7147,0.6361,0.7193,17.92,18.06,5.34,22.55,4.73,1.83,3.67,17.52,278,IAD,2007,2920,3116,180,168,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
288,IAD,2006,169691,172953,0.7311,0.6822,0.7441,16.89,17.16,4.23,19.91,4.36,1.93,3.28,15.84,277,IAD,2006,2232,2422,238,226,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
287,IAD,2005,233140,236001,0.7425,0.6573,0.7632,15.07,18.64,5.8,19.41,4.38,1.75,3.57,14.15,276,IAD,2005,2452,2604,182,140,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
286,IAD,2004,212945,215986,0.7261,0.6179,0.7484,15.71,18.82,7.17,21.45,5.05,1.28,3.79,15.09,275,IAD,2004,2856,3197,271,260,2218,770,IAD,WASHINGTON DULLES INTL,Washington-Dulles Int'l Airport,Airport,AEA,LOUDOUN,WASHINGTON,DC,Federalized/Commercial,38.947444,-77.459944,Yes
153,CVG,2014,61186,61428,0.7589,0.7332,0.7822,14.96,13.28,2.08,16.33,1.59,1.41,2.7,13.26,153,CVG,2014,670,592,47,35,2248,1418,CVG,CINCINNATI/NORTHERN KENTUCKY INTL,Cincinnati-Northern Ky Intl Airport,Airport,ASO,BOONE,COVINGTON,KY,Public Use,39.048837,-84.667822,Yes
152,CVG,2013,63176,63114,0.7831,0.7423,0.804,13.96,14.7,3.3,16.31,1.89,0.77,2.54,12.61,152,CVG,2013,965,921,76,42,2248,1418,CVG,CINCINNATI/NORTHERN KENTUCKY INTL,Cincinnati-Northern Ky Intl Airport,Airport,ASO,BOONE,COVINGTON,KY,Public Use,39.048837,-84.667822,Yes
151,CVG,2012,66723,66503,0.8139,0.7951,0.8321,11.65,13.34,1.71,12.68,1.51,1.02,1.76,10.05,151,CVG,2012,495,456,70,39,2248,1418,CVG,CINCINNATI/NORTHERN KENTUCKY INTL,Cincinnati-Northern Ky Intl Airport,Airport,ASO,BOONE,COVINGTON,KY,Public Use,39.048837,-84.667822,Yes
