index,airport,year,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,index,Airport,Year,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,index,Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
668,SAN,2004,96361,95914,0.8296,0.795,0.7877,8.8,12.86,3.49,11.21,2.62,0.94,3.04,11.05,651,SAN,2004,944,748,165,243,654,650,SAN,SAN DIEGO INTL,San Diego Int'l Airport,Airport,AWP,SAN DIEGO,SAN DIEGO,CA,Federalized/Commercial,32.733556,-117.189667,Yes
164,DAL,2014,59618,59515,0.6465,0.611,0.7078,18.04,10.31,2.28,20.04,2.52,1.36,2.47,16.19,164,DAL,2014,654,733,79,115,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
163,DAL,2013,57314,56767,0.6899,0.6547,0.7289,14.96,10.1,2.51,16.83,2.31,1.6,2.34,14.26,163,DAL,2013,475,544,88,95,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
162,DAL,2012,55964,55754,0.7543,0.7373,0.7899,12.62,9.21,1.77,13.71,2.56,0.88,1.71,11.5,162,DAL,2012,588,595,74,84,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
161,DAL,2011,54947,54757,0.7169,0.6965,0.7637,14.78,9.28,1.78,15.98,2.74,0.94,1.8,13.33,161,DAL,2011,911,906,77,156,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
160,DAL,2010,53342,53200,0.6971,0.67,0.7557,15.57,9.61,2.21,17.22,3.45,0.91,1.75,13.04,160,DAL,2010,729,790,116,124,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
159,DAL,2009,55238,55165,0.7464,0.7203,0.7948,13.49,9.47,2.09,15.15,3.65,0.65,1.75,11.08,159,DAL,2009,663,737,129,107,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
158,DAL,2008,63362,63315,0.7219,0.6868,0.7486,14.79,9.73,2.33,16.9,3.61,0.86,2.35,13.96,158,DAL,2008,975,1064,113,139,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
157,DAL,2007,65714,65822,0.705,0.6708,0.7264,16.04,9.89,2.52,18.22,4.7,0.88,2.75,15.36,157,DAL,2007,1029,1129,90,201,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
156,DAL,2006,60231,60432,0.7372,0.7152,0.7612,13.3,9.27,2.12,15.09,4.44,0.76,2.1,12.87,156,DAL,2006,968,1023,60,74,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
155,DAL,2005,53226,53340,0.7268,0.7118,0.7686,12.73,8.57,1.95,14.46,4.89,0.75,2.14,11.96,155,DAL,2005,969,1012,55,64,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
154,DAL,2004,58591,57844,0.705,0.6938,0.7463,13.87,8.15,1.86,15.42,4.72,0.65,2.32,13.12,154,DAL,2004,1186,1272,64,83,682,3149,DAL,DALLAS LOVE FIELD,Dallas Love Field,Airport,ASW,DALLAS,DALLAS,TX,Federalized/Commercial,32.847111,-96.851778,Yes
208,DFW,2014,334660,334397,0.7504,0.699,0.766,14.82,15.01,3.96,17.94,2.62,4.95,4.44,15.98,208,DFW,2014,6830,7324,741,1164,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
207,DFW,2013,333290,331439,0.7457,0.6982,0.7884,15.05,14.67,3.57,17.85,2.21,4.21,3.55,13.99,207,DFW,2013,7150,7467,707,1170,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
206,DFW,2012,319889,319208,0.7913,0.7512,0.8234,12.3,14.46,3.38,14.7,2,3.64,2.97,11.6,206,DFW,2012,4980,5291,663,1125,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
205,DFW,2011,318711,317906,0.7924,0.7541,0.8304,12.2,14.35,3.26,14.56,1.9,3.32,2.86,11.05,205,DFW,2011,6114,6403,764,1122,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
204,DFW,2010,321172,320558,0.7897,0.7456,0.8251,12.31,14.82,3.61,15.04,2.17,3.67,2.91,10.95,204,DFW,2010,4507,4799,719,1234,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
203,DFW,2009,314983,314726,0.7542,0.7045,0.7958,14.64,15.43,4.04,17.79,2.72,3.68,3.73,13.06,203,DFW,2009,5101,5435,651,1299,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
202,DFW,2008,322443,321755,0.7479,0.693,0.7702,14.25,15.86,4.4,17.77,2.49,4.33,4.32,14.05,202,DFW,2008,7272,7716,635,1250,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
201,DFW,2007,337258,336365,0.7186,0.6556,0.7341,17.25,16.84,5.18,21.59,2.57,4.44,4.98,17.23,201,DFW,2007,9372,9767,600,1948,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
200,DFW,2006,343597,342755,0.7606,0.6959,0.7891,13.47,16.77,5.2,17.5,2.02,4.1,3.84,12.71,200,DFW,2006,5502,5839,551,1085,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
199,DFW,2005,350842,349641,0.7909,0.7238,0.8128,11.63,17.01,5.27,15.75,2.49,5.03,3.98,11.23,199,DFW,2005,4140,4541,582,889,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
198,DFW,2004,396314,394112,0.8051,0.7152,0.818,11.21,18.02,6.61,16.46,2.42,4.63,4.34,11.37,198,DFW,2004,5535,6147,589,1154,696,3150,DFW,DALLAS/FORT WORTH INTL,Dallas/Ft Worth Int'l Airport,Airport,ASW,TARRANT,DALLAS-FORT WORTH,TX,Federalized/Commercial,32.896828,-97.037996,Yes
604,PHX,2014,200278,199312,0.7828,0.7177,0.809,11.94,14.53,4.21,14.99,2.5,2.23,2.89,10.91,589,PHX,2014,1136,1535,325,255,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
603,PHX,2013,200341,199957,0.8126,0.7323,0.831,9.86,14.63,4.81,13.44,1.92,2.3,2.71,9.29,588,PHX,2013,1006,1499,325,143,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
602,PHX,2012,207667,207206,0.8417,0.7734,0.8518,8.52,14.52,4.55,11.66,2.34,2.82,2.57,8.02,587,PHX,2012,947,1342,328,203,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
601,PHX,2011,213870,213498,0.8244,0.7746,0.8444,9.64,13.84,3.77,12.08,2.65,2.24,2.54,8.73,586,PHX,2011,1569,2085,377,187,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
600,PHX,2010,205899,206051,0.8307,0.7509,0.8452,9.11,14.94,4.88,12.76,1.76,2.3,2.59,8.52,585,PHX,2010,1446,1917,418,266,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
599,PHX,2009,208700,208786,0.8255,0.7496,0.8319,9.34,14.63,4.5,12.75,2.07,2.16,3.18,9.07,584,PHX,2009,1210,1714,427,266,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
598,PHX,2008,226663,226405,0.8033,0.7129,0.8009,10.96,15.1,5.44,15.22,2.45,2.25,3.56,11.07,583,PHX,2008,1875,2554,442,333,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
597,PHX,2007,240059,239897,0.7679,0.6578,0.7722,12.87,14.8,5.59,17.76,2.97,2.58,3.37,12.46,582,PHX,2007,2402,3121,467,253,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
596,PHX,2006,245896,244854,0.7801,0.6797,0.7915,11.64,14.84,5.57,16.15,3.58,2.44,3.19,11.31,581,PHX,2006,1952,2561,500,340,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
595,PHX,2005,249530,248195,0.7483,0.6443,0.8026,12.44,14.42,5.24,16.98,3.87,1.92,2.51,10.82,580,PHX,2005,1382,1723,296,190,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
594,PHX,2004,240020,239521,0.7534,0.6639,0.7905,12.68,14.04,4.85,16.82,3.8,1.6,2.84,11.56,579,PHX,2004,1578,1939,355,214,833,456,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes
65,BHM,2014,23725,23682,0.7421,0.7183,0.7016,15.58,12.19,2.05,16.75,1.74,0.93,2.93,16.7,65,BHM,2014,336,311,46,30,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
64,BHM,2013,24460,24402,0.7691,0.7327,0.7165,13.62,12.45,2.6,15.48,1.55,1.03,2.85,15.4,64,BHM,2013,203,186,50,52,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
63,BHM,2012,26436,26597,0.8107,0.7832,0.7638,11.45,11.86,2.21,12.89,1.28,0.71,1.93,13.18,63,BHM,2012,147,143,31,18,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
62,BHM,2011,27376,27705,0.7898,0.7573,0.7509,12.37,11.8,2.34,13.84,1.59,0.62,2.32,13.38,62,BHM,2011,266,243,42,55,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
61,BHM,2010,29563,29907,0.7792,0.7303,0.7449,12.62,12.54,3.22,15.07,1.5,0.75,2.28,13.49,61,BHM,2010,315,266,60,55,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
60,BHM,2009,29422,29959,0.7785,0.7362,0.7443,13.02,12.38,3.21,15.3,1.82,0.73,2.77,14.34,60,BHM,2009,249,209,61,64,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
59,BHM,2008,34605,34766,0.7715,0.7406,0.7289,13.82,11.94,2.88,15.82,2.14,0.65,3,15.37,59,BHM,2008,385,341,58,42,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
58,BHM,2007,35612,35925,0.7583,0.7257,0.7055,14.55,11.77,2.84,16.69,2.68,0.81,3.28,17.23,58,BHM,2007,459,371,59,23,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
57,BHM,2006,33169,33672,0.7537,0.7279,0.6976,14.13,11.11,2.66,15.96,2.54,0.94,3.33,16.07,57,BHM,2006,287,257,53,30,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
56,BHM,2005,36146,36973,0.7815,0.7555,0.719,12.01,10.64,2.93,13.86,2.47,0.99,2.55,14.95,56,BHM,2005,419,395,63,25,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
55,BHM,2004,9336,9557,0.7822,0.7528,0.7282,12.41,10.5,2.77,14.25,2.45,1.07,2.63,14.41,55,BHM,2004,402,332,71,24,862,263,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes
32,ATL,2014,428954,428312,0.7899,0.7134,0.8123,11.99,17.4,4.92,15.93,2.74,2.77,3.21,12.42,32,ATL,2014,5977,6483,781,655,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
31,ATL,2013,448180,445498,0.7917,0.7025,0.807,12.28,18.2,5.83,16.98,2.38,2.6,3.64,12.74,31,ATL,2013,2916,3450,870,655,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
30,ATL,2012,457501,455968,0.832,0.7401,0.8422,9.84,18.8,6.03,14.44,1.62,3.13,2.89,10.27,30,ATL,2012,2259,2782,798,655,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
29,ATL,2011,454954,453734,0.8008,0.673,0.8068,12.2,20.33,7.52,18.25,2.41,4,3.54,12.56,29,ATL,2011,6555,7484,903,812,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
28,ATL,2010,469542,465911,0.7961,0.6405,0.7956,12.82,21.26,8.61,19.9,2.66,4.32,3.67,14.16,28,ATL,2010,8198,9279,971,945,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
27,ATL,2009,479957,475882,0.7775,0.59,0.7335,13.2,21.84,9.73,21.48,3.31,4.75,5.7,16.54,27,ATL,2009,5324,6303,1064,1116,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
26,ATL,2008,482903,478627,0.7696,0.6071,0.7559,13.86,20.6,9.01,21.59,4.11,4.07,5.09,15.71,26,ATL,2008,5830,6705,982,1072,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
25,ATL,2007,491826,486799,0.7167,0.5713,0.7446,16.77,19.67,8.28,24.18,3.88,4.17,4.43,16.09,25,ATL,2007,6796,7790,920,1045,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
24,ATL,2006,483334,478735,0.715,0.5324,0.7205,16.2,20.38,9.63,24.85,3.71,4.13,4.72,16.95,24,ATL,2006,6624,7301,913,787,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
23,ATL,2005,484570,480171,0.7413,0.6216,0.7337,15.5,18.52,7.26,21.8,4.24,2.72,4.62,17.23,23,ATL,2005,13837,14480,790,1080,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
22,ATL,2004,477323,473249,0.7596,0.5757,0.737,13.59,20.45,8.73,21.36,5,2.79,4.69,15.31,22,ATL,2004,7870,8433,737,772,887,921,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes
774,SNA,2014,47176,47252,0.7578,0.715,0.7688,12.75,11.39,3.1,14.85,1.77,0.82,2.36,11.67,760,SNA,2014,468,425,85,71,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
773,SNA,2013,46656,46935,0.7907,0.7531,0.7986,11.06,11.28,3.09,13.08,1.61,1.04,2.1,9.89,759,SNA,2013,443,387,89,93,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
772,SNA,2012,45397,45653,0.8133,0.7646,0.8234,10.47,11.59,3.28,12.69,1.74,1.04,1.91,8.95,758,SNA,2012,496,423,82,98,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
771,SNA,2011,45157,45435,0.8199,0.7672,0.8182,9.76,11.72,3.36,11.92,1.96,1.29,2.23,9.07,757,SNA,2011,531,475,96,77,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
770,SNA,2010,46002,46334,0.8067,0.757,0.8091,10.42,11.97,3.38,12.6,2.3,1.44,2.24,9.42,756,SNA,2010,456,397,103,94,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
769,SNA,2009,50127,50368,0.8286,0.7676,0.8148,9.33,12.85,4.04,12.08,2.38,1.77,2.71,9.2,755,SNA,2009,516,466,104,77,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
768,SNA,2008,51644,52088,0.8028,0.7394,0.7788,10.79,13.31,4.31,13.7,2.49,1.75,3.14,11.18,754,SNA,2008,726,653,117,128,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
767,SNA,2007,57795,58356,0.7823,0.7039,0.7575,11.29,13.49,4.66,14.73,3.12,2.05,3.39,12.17,753,SNA,2007,895,797,149,144,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
766,SNA,2006,56634,57499,0.7952,0.7312,0.7668,10.5,12.91,4.15,13.51,2.76,1.65,3.41,11.48,752,SNA,2006,721,653,113,140,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
765,SNA,2005,55590,55995,0.8046,0.7443,0.7799,10.03,12.91,4.07,12.98,2.96,1.67,3.06,10.92,751,SNA,2005,559,525,84,106,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
764,SNA,2004,14135,14276,0.7857,0.721,0.7716,11.09,13.48,4.44,14.34,3.17,1.81,3.44,11.12,750,SNA,2004,632,583,104,107,896,570,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes
395,LGB,2014,14641,14736,0.8434,0.8288,0.832,9.26,12.5,1.86,10.14,2.37,0.63,2.37,9.71,384,LGB,2014,130,123,14,29,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
394,LGB,2013,14945,15163,0.8599,0.8462,0.8432,8.51,12.63,2.03,9.49,2.19,0.63,2.37,9.17,383,LGB,2013,98,96,18,12,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
393,LGB,2012,15954,15899,0.8441,0.8343,0.8496,9.72,12.57,1.81,10.49,2.26,0.6,2.22,9.25,382,LGB,2012,84,66,9,20,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
392,LGB,2011,16578,16559,0.8351,0.8176,0.8283,10.04,13.38,2.23,11.24,2.73,0.86,2.69,10.17,381,LGB,2011,99,83,17,41,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
391,LGB,2010,16764,16706,0.8193,0.7895,0.824,10.85,14.17,2.88,12.79,2.36,1.47,3.11,10.48,380,LGB,2010,129,127,23,34,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
390,LGB,2009,16686,16753,0.8676,0.8544,0.8367,7.68,13.56,2.14,8.72,2.14,1.19,3.34,9.05,379,LGB,2009,72,69,24,47,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
389,LGB,2008,17722,17958,0.8261,0.8062,0.7886,10.59,14.45,2.46,11.97,2.26,1.72,4.49,12.59,378,LGB,2008,134,135,46,89,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
388,LGB,2007,16866,17042,0.8255,0.7819,0.7832,9.67,15.3,3.79,12.19,2.02,1.39,4.06,11.9,377,LGB,2007,157,147,44,43,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
387,LGB,2006,15360,16113,0.8435,0.8121,0.7752,8.66,13.68,3.01,10.65,1.71,0.78,4.2,11.26,376,LGB,2006,65,63,34,120,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
386,LGB,2005,15607,15858,0.8484,0.8274,0.7743,8.24,12.48,2.29,9.57,1.59,0.82,3.25,11.52,375,LGB,2005,49,46,33,53,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
385,LGB,2004,3663,3749,0.8438,0.8329,0.7437,8.82,12.35,1.96,9.81,1.98,0.63,4.15,12.79,374,LGB,2004,92,85,32,79,921,582,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes
